"","EXPSAMPLE_ACCESSION","DESCRIPTION","EXPERIMENT_ACCESSION","NAME","RESULT_SCHEMA","UPLOAD_RESULT_STATUS","WORKSPACE_ID"
"1","ES769620",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"2","ES769621",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"3","ES769622",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"4","ES769623",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"5","ES769624",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"6","ES769625",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"7","ES769626",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"8","ES769627",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"9","ES769628",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"10","ES769629",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"11","ES769630",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"12","ES769631",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"13","ES769632",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"14","ES769633",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"15","ES769634",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"16","ES769635",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"17","ES769636",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"18","ES769637",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"19","ES769638",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"20","ES769639",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"21","ES769640",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"22","ES769641",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"23","ES769642",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"24","ES769643",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"25","ES769644",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"26","ES769645",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"27","ES769646",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"28","ES769647",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"29","ES769648",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"30","ES769649",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"31","ES769650",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"32","ES769651",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"33","ES769652",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"34","ES769653",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"35","ES769654",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"36","ES769655",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"37","ES769656",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"38","ES769657",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"39","ES769658",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"40","ES769659",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"41","ES769660",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"42","ES769661",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"43","ES769662",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"44","ES769663",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"45","ES769664",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"46","ES769665",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"47","ES769666",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"48","ES769667",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"49","ES769668",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"50","ES769669",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"51","ES769670",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"52","ES769671",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"53","ES769672",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"54","ES769673",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"55","ES769674",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"56","ES769675",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"57","ES769676",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"58","ES769677",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"59","ES769678",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"60","ES769679",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"61","ES769680",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"62","ES769681",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"63","ES769682",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"64","ES769683",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"65","ES769684",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"66","ES769685",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"67","ES769686",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"68","ES769687",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"69","ES769688",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"70","ES769689",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"71","ES769690",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"72","ES769691",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"73","ES769692",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"74","ES769693",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"75","ES769694",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"76","ES769695",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"77","ES769696",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"78","ES769697",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"79","ES769698",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"80","ES769699",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"81","ES769700",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"82","ES769701",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"83","ES769702",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"84","ES769703",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"85","ES769704",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"86","ES769705",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"87","ES769706",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"88","ES769707",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"89","ES769708",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"90","ES769709",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"91","ES769710",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"92","ES769711",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"93","ES769712",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"94","ES769713",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"95","ES769714",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"96","ES769715",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"97","ES769716",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"98","ES769717",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"99","ES769718",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"100","ES769719",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"101","ES769720",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"102","ES769721",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"103","ES769722",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"104","ES769723",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"105","ES769724",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"106","ES769725",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"107","ES769726",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"108","ES769727",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"109","ES769728",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"110","ES769729",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"111","ES769730",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"112","ES769731",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"113","ES769732",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"114","ES769733",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"115","ES769734",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"116","ES769735",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"117","ES769736",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"118","ES769737",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"119","ES769738",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"120","ES769739",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"121","ES769740",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"122","ES769741",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"123","ES769742",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"124","ES769743",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"125","ES769744",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"126","ES769745",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"127","ES769746",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"128","ES769747",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"129","ES769748",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"130","ES769749",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"131","ES769750",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"132","ES769751",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"133","ES769752",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"134","ES769753",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"135","ES769754",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"136","ES769755",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"137","ES769756",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"138","ES769757",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"139","ES769758",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"140","ES769759",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"141","ES769760",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"142","ES769761",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"143","ES769762",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"144","ES769763",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"145","ES769764",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"146","ES769765",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"147","ES769766",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"148","ES769767",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"149","ES769768",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"150","ES769769",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"151","ES769770",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"152","ES769771",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"153","ES769772",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"154","ES769773",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"155","ES769774",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"156","ES769775",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"157","ES769776",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"158","ES769777",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"159","ES769778",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"160","ES769779",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"161","ES769780",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"162","ES769781",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"163","ES769782",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"164","ES769783",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"165","ES769784",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"166","ES769785",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"167","ES769786",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"168","ES769787",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"169","ES769788",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"170","ES769789",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"171","ES769790",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"172","ES769791",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"173","ES769792",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"174","ES769793",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"175","ES769794",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"176","ES769795",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"177","ES769796",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"178","ES769797",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"179","ES769798",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"180","ES769799",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"181","ES769800",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"182","ES769801",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"183","ES769802",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"184","ES769803",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"185","ES769804",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"186","ES769805",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"187","ES769806",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"188","ES769807",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"189","ES769808",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"190","ES769809",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"191","ES769810",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"192","ES769811",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"193","ES769812",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"194","ES769813",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"195","ES769814",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"196","ES769815",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"197","ES769816",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"198","ES769817",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"199","ES769818",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"200","ES769819",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"201","ES769820",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"202","ES769821",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"203","ES769822",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"204","ES769823",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"205","ES769824",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"206","ES769825",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"207","ES769826",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"208","ES769827",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"209","ES769828",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"210","ES769829",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"211","ES769830",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"212","ES769831",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"213","ES769832",NA,"EXP13595",NA,"OTHER","Not_Parsed",2799
"214","ES769833",NA,"EXP13596",NA,"HAI","Parsed",2799
"215","ES769834",NA,"EXP13596",NA,"HAI","Parsed",2799
"216","ES769835",NA,"EXP13596",NA,"HAI","Parsed",2799
"217","ES769836",NA,"EXP13596",NA,"HAI","Parsed",2799
"218","ES769837",NA,"EXP13596",NA,"HAI","Parsed",2799
"219","ES769838",NA,"EXP13596",NA,"HAI","Parsed",2799
"220","ES769839",NA,"EXP13596",NA,"HAI","Parsed",2799
"221","ES769840",NA,"EXP13596",NA,"HAI","Parsed",2799
"222","ES769841",NA,"EXP13596",NA,"HAI","Parsed",2799
"223","ES769842",NA,"EXP13596",NA,"HAI","Parsed",2799
"224","ES769843",NA,"EXP13596",NA,"HAI","Parsed",2799
"225","ES769844",NA,"EXP13596",NA,"HAI","Parsed",2799
"226","ES769845",NA,"EXP13596",NA,"HAI","Parsed",2799
"227","ES769846",NA,"EXP13596",NA,"HAI","Parsed",2799
"228","ES769847",NA,"EXP13596",NA,"HAI","Parsed",2799
"229","ES769848",NA,"EXP13596",NA,"HAI","Parsed",2799
"230","ES769849",NA,"EXP13596",NA,"HAI","Parsed",2799
"231","ES769850",NA,"EXP13596",NA,"HAI","Parsed",2799
"232","ES769851",NA,"EXP13596",NA,"HAI","Parsed",2799
"233","ES769852",NA,"EXP13596",NA,"HAI","Parsed",2799
"234","ES769853",NA,"EXP13596",NA,"HAI","Parsed",2799
"235","ES769854",NA,"EXP13596",NA,"HAI","Parsed",2799
"236","ES769855",NA,"EXP13596",NA,"HAI","Parsed",2799
"237","ES769856",NA,"EXP13596",NA,"HAI","Parsed",2799
"238","ES769857",NA,"EXP13596",NA,"HAI","Parsed",2799
"239","ES769858",NA,"EXP13596",NA,"HAI","Parsed",2799
"240","ES769859",NA,"EXP13596",NA,"HAI","Parsed",2799
"241","ES769860",NA,"EXP13596",NA,"HAI","Parsed",2799
"242","ES769861",NA,"EXP13596",NA,"HAI","Parsed",2799
"243","ES769862",NA,"EXP13596",NA,"HAI","Parsed",2799
"244","ES769863",NA,"EXP13596",NA,"HAI","Parsed",2799
"245","ES769864",NA,"EXP13596",NA,"HAI","Parsed",2799
"246","ES769865",NA,"EXP13596",NA,"HAI","Parsed",2799
"247","ES769866",NA,"EXP13596",NA,"HAI","Parsed",2799
"248","ES769867",NA,"EXP13596",NA,"HAI","Parsed",2799
"249","ES769868",NA,"EXP13596",NA,"HAI","Parsed",2799
"250","ES769869",NA,"EXP13596",NA,"HAI","Parsed",2799
"251","ES769870",NA,"EXP13596",NA,"HAI","Parsed",2799
"252","ES769871",NA,"EXP13596",NA,"HAI","Parsed",2799
"253","ES769872",NA,"EXP13596",NA,"HAI","Parsed",2799
"254","ES769873",NA,"EXP13596",NA,"HAI","Parsed",2799
"255","ES769874",NA,"EXP13596",NA,"HAI","Parsed",2799
"256","ES769875",NA,"EXP13596",NA,"HAI","Parsed",2799
"257","ES769876",NA,"EXP13596",NA,"HAI","Parsed",2799
"258","ES769877",NA,"EXP13596",NA,"HAI","Parsed",2799
"259","ES769878",NA,"EXP13596",NA,"HAI","Parsed",2799
"260","ES769879",NA,"EXP13596",NA,"HAI","Parsed",2799
"261","ES769880",NA,"EXP13596",NA,"HAI","Parsed",2799
"262","ES769881",NA,"EXP13596",NA,"HAI","Parsed",2799
"263","ES769882",NA,"EXP13596",NA,"HAI","Parsed",2799
"264","ES769883",NA,"EXP13596",NA,"HAI","Parsed",2799
"265","ES769884",NA,"EXP13596",NA,"HAI","Parsed",2799
"266","ES769885",NA,"EXP13596",NA,"HAI","Parsed",2799
"267","ES769886",NA,"EXP13596",NA,"HAI","Parsed",2799
"268","ES769887",NA,"EXP13596",NA,"HAI","Parsed",2799
"269","ES769888",NA,"EXP13596",NA,"HAI","Parsed",2799
"270","ES769889",NA,"EXP13596",NA,"HAI","Parsed",2799
"271","ES769890",NA,"EXP13596",NA,"HAI","Parsed",2799
"272","ES769891",NA,"EXP13596",NA,"HAI","Parsed",2799
"273","ES769892",NA,"EXP13596",NA,"HAI","Parsed",2799
"274","ES769893",NA,"EXP13596",NA,"HAI","Parsed",2799
"275","ES769894",NA,"EXP13596",NA,"HAI","Parsed",2799
"276","ES769895",NA,"EXP13596",NA,"HAI","Parsed",2799
"277","ES769896",NA,"EXP13596",NA,"HAI","Parsed",2799
"278","ES769897",NA,"EXP13596",NA,"HAI","Parsed",2799
"279","ES769898",NA,"EXP13596",NA,"HAI","Parsed",2799
"280","ES769899",NA,"EXP13596",NA,"HAI","Parsed",2799
"281","ES769900",NA,"EXP13596",NA,"HAI","Parsed",2799
"282","ES769901",NA,"EXP13596",NA,"HAI","Parsed",2799
"283","ES769902",NA,"EXP13596",NA,"HAI","Parsed",2799
"284","ES769903",NA,"EXP13596",NA,"HAI","Parsed",2799
"285","ES769904",NA,"EXP13596",NA,"HAI","Parsed",2799
"286","ES769905",NA,"EXP13596",NA,"HAI","Parsed",2799
"287","ES769906",NA,"EXP13596",NA,"HAI","Parsed",2799
"288","ES769907",NA,"EXP13596",NA,"HAI","Parsed",2799
"289","ES769908",NA,"EXP13596",NA,"HAI","Parsed",2799
"290","ES769909",NA,"EXP13596",NA,"HAI","Parsed",2799
"291","ES769910",NA,"EXP13596",NA,"HAI","Parsed",2799
"292","ES769911",NA,"EXP13596",NA,"HAI","Parsed",2799
"293","ES769912",NA,"EXP13596",NA,"HAI","Parsed",2799
"294","ES769913",NA,"EXP13596",NA,"HAI","Parsed",2799
"295","ES769914",NA,"EXP13596",NA,"HAI","Parsed",2799
"296","ES769915",NA,"EXP13596",NA,"HAI","Parsed",2799
"297","ES769916",NA,"EXP13596",NA,"HAI","Parsed",2799
"298","ES769917",NA,"EXP13596",NA,"HAI","Parsed",2799
